Nom,Endroit,Date,Valeur,Type subvention,Objectif,Observations
Alberta Parenting for the Future Association,"Edmonton, ALBERTA, CANADA",01/08/2015,"996 560,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 946 560,00 $"
All Nations Hope AIDS Network Inc.,"Regina, SASKATCHEWAN, CANADA",02/16/2015,"1865 796,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 1 565 000,00 $"
Alzheimer Society of Canada,"Toronto, ONTARIO, CANADA",02/02/2015,"227 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Annie Johnstone Awasis Centre Inc.,"Pinehouse Lake, SASKATCHEWAN, CANADA",03/05/2015,"688 488,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 674 488,00 $"
Battleford's Family Health Centre Inc.,"North Battleford, SASKATCHEWAN, CANADA",02/16/2015,"357 042,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 266 034,00 $"
Beauval Aboriginal Headstart Inc.,"Beauval, SASKATCHEWAN, CANADA",03/16/2015,"910 348,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 902 248,00 $"
Buffalo Narrows Friendship Centre Inc.,"Buffalo Narrows, SASKATCHEWAN, CANADA",03/03/2015,"783 530,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 769 930,00 $"
Bureau régional d'action sida (Outaouais),"Gatineau, QUÉBEC, CANADA",02/03/2015,"319 014,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 242 007,00 $"
B.C. Aboriginal Child Care Society,"West Vancouver, COLOMBIE-BRITANNIQUE, CANADA",03/17/2015,"2058 361,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 2 031 863,00 $"
Canadian Aboriginal AIDS Network,"Vancouver, COLOMBIE-BRITANNIQUE, CANADA",02/23/2015,"2625 810,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 2 520 972,00 $"
CANADIAN CARDIOVASCULAR SOCIETY,"Ottawa, ONTARIO, CANADA",03/20/2015,"1714 950,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 1 414 950,00 $"
Canadian Coalition for Seniors' Mental Health,"Ottawa, ONTARIO, CANADA",02/02/2015,"99 866,00 $",Subvention,Promotion de la santé et lutte contre la maladie,
Canadian Ethnocultural Council,"Ottawa, ONTARIO, CANADA",02/03/2015,"787 303,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 727 303,00 $"
Canadian Network for Respiratory Care,"Caledon, ONTARIO, CANADA",01/29/2015,"1009 292,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 930 000,00 $"
Canadian Public Health Association,"Ottawa, ONTARIO, CANADA",01/16/2015,"1386 867,00 $",Contribution,"l'infrastructure de la santé publique, Promotion de la santé et lutte contre la maladie","Modification à l'octroi précédent de 1 236 867,00 $"
Agence de la santé des services sociaux de la Gaspésie - îles de la Madeleine,"Gaspé, QUEBEC, CANADA",10/06/2014,"112 896,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé des services sociaux du Saguenay-Lac Saint-Jean,"Chicoutimi, QUÉBEC, CANADA",10/06/2014,"354 386,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de Chaudière-Appalaches,"Sainte-Marie, QUÉBEC, CANADA",10/06/2014,"567 570,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de l'Abitibi-Témiscamingue,"Rouyn-Noranda, QUÉBEC, CANADA",10/06/2014,"265 122,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de l'Estrie,"Sherbrooke, QUÉBEC, CANADA",10/06/2014,"393 153,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de l'Outaouais,"Gatineau, QUÉBEC, CANADA",10/06/2014,"503 604,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de la Capitale-Nationale,"Quebec, QUÉBEC, CANADA",10/06/2014,"825 702,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de la Côte-Nord,"Baie-Comeau, QUÉBEC, CANADA",10/06/2014,"179 397,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de la Mauricie et du Centre-du-Québec,"Trois-Rivières, QUEBEC, CANADA",10/06/2014,"457 554,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de la Montérégie,"Longueuil, QUÉBEC, CANADA",10/07/2014,"2183 040,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de Lanaudière,"Joliette, QUÉBEC, CANADA",10/06/2014,"685 692,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de Laval,"Laval, QUÉBEC, CANADA",10/06/2014,"607 818,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Agence de la santé et des services sociaux de Montréal,"Montréal, QUEBEC, CANADA",10/07/2014,"3169 635,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AGENCE DE LA SANTÉ ET DES SERVICES SOCIAUX DES LAURENTIDES,"Saint-Jérôme, QUÉBEC, CANADA",10/06/2014,"776 934,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AGENCE DE LA SANTÉ ET DES SERVICES SOCIAUX DU BAS SAINT-LAURENT,"RIMOUSKI, QUÉBEC, CANADA",10/06/2014,"187 227,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Canadian Breast Cancer Foundation,"Toronto, ONTARIO, CANADA",10/18/2013,"500 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,Déclaration tardive
DEFI SPORTIF ALTERGO,"MONTRÉAL, QUÉBEC, CANADA",09/22/2014,"668 068,00 $",Contribution,Promotion de la santé et lutte contre la maladie,Déclaration tardive
Exploits Valley Community Coalition Inc.,"Grand Falls-Windsor, TERRE-NEUVE ET LABRADOR, CANADA",11/14/2014,"873 762,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 821 799,00 $"
Global HIV Vaccine Enterprise,"New York, ÉTATS-UNIS D'AMÉRIQUE",09/04/2014,"208 189,00 $",Contribution,Promotion de la santé et lutte contre la maladie,Déclaration tardive
Growing Together Society,"Hay River, TERRITOIRES DU NORD-OUEST, CANADA",11/28/2014,"500 558,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 456 558,00 $"
Alberta Health Services,"Edmonton, ALBERTA, CANADA",03/21/2014,"259 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Canadian Breast Cancer Network,"Ottawa, ONTARIO, CANADA",07/03/2014,"599 719,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
CANADIAN INSTITUTE FOR HEALTH INFORMATION (CIHI),"Ottawa, ONTARIO, CANADA",08/21/2014,"200 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
"Child Nutrition Council of Manitoba, Inc.",Winnipeg (Manitoba) Canada,07/25/2014,"258 754,00 $",Contribution,Le but du projet est d'améliorer l'accès aux aliments nutritifs servis dans les programmes après l'école chez les populations à risque et d'accroître les connaissances et les capacités reliées à la nutrition chez le personnel de programme et les participants.,"Modification à l'octroi précédent de 201 252,00 $"
ECOLOGY ACTION CENTRE,Halifax (Nouvelle-Écosse) Canada,07/14/2014,"64 716,00 $",Contribution,Le but du projet est de favoriser et augmenter le nombre d'étudiants utilisant le transport scolaire actif pour se rendre à et de l'école.,"Modification à l'octroi précédent de 37 821,00 $"
FRASER REGION ABORIGINAL FRIENDSHIP CENTRE ASSOCIATION,"Surrey, COLOMBIE-BRITANNIQUE, CANADA",07/15/2014,"1061 600,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Heart and Stroke Foundation of Canada,"Ottawa, ONTARIO, CANADA",07/18/2014,"9700 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Heart and Stroke Foundation of Canada,Halifax (Nouvelle-Écosse) Canada,08/05/2014,"63 696,00 $",Contribution,Le but du projet est d'élaborer des mesures de soutien pour accroître le niveau d'activité physique des jeunes filles. ,"Modification à l'octroi précédent de 36 839,00 $"
Ka Ni Kanichihk Inc.,"Winnipeg, MANITOBA, CANADA",03/24/2014,"334 119,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Liard First Nation,"Watson Lake, YUKON, CANADA",09/17/2014,"364 000,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
LIFT PHILANTHROPY PARTNERS SOCIETY,"VANCOUVER, COLOMBIE-BRITANNIQUE, CANADA",01/08/2014,"696 906,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Neurological Health Charities Canada,Toronto (Ontario) Canada,07/07/2014,1579  906 $,Contribution,Le but du projet est de coordonner l'entrée et la diffusion des données sur les études neurologiques et d'appuyer les recommandations de l'étude.,"Modification à l'octroi précédent de 1 380 060,00 $"
"Recreation Connections, Inc.",Winnipeg (Manitoba) Canada,07/25/2014,"367 396,00 $",Contribution,"Le but du projet est de créer des possibilités pour les enfants et les jeunes à s'engager dans l'activité physique et de saines habitudes de vie dans les collectivités autochtones, rurales, et nordiques et parmi les populations immigrées.","Modification à l'octroi précédent de 288 268,00 $"
Recreation Newfoundland and Labrador Inc.,St. John's (Terre-Neuve-et-Labrador) Canada,07/23/2014,"198 732,00 $",Contribution,"Le but du projet est de créer des environnements qui favorisent les choix d'alimentation et de boissons saines dans les milieux sportifs, récreatifs et parascolaires.","Modification à l'octroi précédent de 116 270,00 $"
Recreation PEI Inc.,Charlottetown (Île-du-Prince-Édouard) Canada,07/09/2014,"349 884,00 $",Contribution,"Le but du projet est d'offrir un programme parascolaire d'activité physique et de nutrition saine basé sur l'évidence, dans six écoles de l'Ile-du-Prince-Edouard.","Modification à l'octroi précédent de 155 237,00 $"
Recreation & Parks Association New Brunswick INC,Fredericton (Nouveau-Brunswick) Canada,07/23/2014,"428 433,00 $",Contribution,"Le but du projet est d'accroître la capacité des fournisseurs de services dans les programmes parascolaires dont bénéficieront 
les enfants et les jeunes du Nouveau-Brunswick, particulièrement ceux des collectivités autochtones et des collectivités à faible revenu.","Modification à l'octroi précédent de 233 363,00 $"
REEBOK CANADA FITNESS FOUNDATION,"Woodbridge, ONTARIO, CANADA",08/27/2014,"4881 048,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Right To Play International,"Toronto, ONTARIO, CANADA",07/15/2014,"475 625,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
School Sports Newfoundland and Labrador,St. John's (Terre-Neuve-et-Labrador) Canada,07/28/2014,"147 245,00 $",Contribution,Le but du projet est d'augmenter les niveaux d'activité physique et la consommation de fruits et de légumes chez les élèves de niveau primaire (5 à 8 ans).,"Modification à l'octroi précédent de 63 753,00 $"
South Shore Family Resource Association,"Bridgewater, NOUVELLE-ÉCOSSE, CANADA",08/18/2014,"746 475,00 $",Contribution,Promotion de la santé et lutte contre la maladie,"Modification à l'octroi précédent de 637 524,00 $"
Abbotsford Community Services,"Abbotsford, COLOMBIE-BRITANNIQUE, CANADA",04/11/2014,"358 200,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Aboriginal Head Start Association of British Columbia,"Cobble Hill, COLOMBIE-BRITANNIQUE, CANADA",04/07/2014,"383 800,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Aboriginal Health & Wellness Centre of Winnipeg Inc.,"Winnipeg, MANITOBA, CANADA",05/01/2014,"1901 517,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
ABORIGINAL PEOPLES' ALLIANCE OF NORTHERN ONTARIO,"Cochrane, ONTARIO, CANADA",04/08/2014,"2090 676,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Aboriginal Women's Association of Prince Edward Island,"Charlottetown, ÎLE-DU-PRINCE-ÉDOUARD, CANADA",04/08/2014,"661 221,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Accueil Marie-de-L'Incarnation,"Baie-Comeau, QUÉBEC, CANADA",05/14/2014,"134 751,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Accueil pour Immigrants et Réfugiés du Sud-Ouest de Montréal Centre Prisme,"LaSalle, QUÉBEC, CANADA",05/23/2014,"122 787,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Action for Healthy Communities Society of Edmonton,"Edmonton, ALBERTA, CANADA",04/30/2014,"130 461,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Adolescent's Family Support Services of Niagara,"Welland, ONTARIO, CANADA",04/14/2014,"1425 900,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Adventure Place,"Toronto, ONTARIO, CANADA",04/30/2014,"775 800,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Africans in Partnership Against AIDS,"Toronto, ONTARIO, CANADA",04/30/2014,"250 500,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AFS Aboriginal Family Service Centre Inc.,"Regina, SASKATCHEWAN, CANADA",05/14/2014,"1563 676,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
Aide-Parents Plus inc.,"Jonquière, QUÉBEC, CANADA",04/24/2014,"200 676,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Coalition of Cape Breton,"Sydney, NOUVELLE-ÉCOSSE, CANADA",05/01/2014,"472 539,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Coalition of Nova Scotia,"Halifax, NOUVELLE-ÉCOSSE, CANADA",04/11/2014,"748 686,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Committee of Newfoundland and Labrador,"St. John's, TERRE-NEUVE ET LABRADOR, CANADA",04/11/2014,"623 358,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Committee of Simcoe County,"Barrie, ONTARIO, CANADA",04/28/2014,"151 560,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Committee of Toronto,"Toronto, ONTARIO, CANADA",04/30/2014,"459 675,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Committee of Windsor,"Windsor, ONTARIO, CANADA",05/02/2014,"493 500,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
AIDS Committee (Durham),"Oshawa, ONTARIO, CANADA",04/28/2014,"252 990,00 $",Contribution,Promotion de la santé et lutte contre la maladie,
All Nations Hope AIDS Network Inc.,Regina (Saskatchewan) Canada,02/14/2014,"1565 000,00 $",Contribution,"Le but du projet est d'offrir des services et du soutien aux membres des Premières nations, aux Inuits et aux Métis, à leurs familles et aux communautés qui sont touchés par le VIH/sida et l'hépatite C, faire de la prévention, de la sensibilisation, de l'éducation et donner de la formation sur le VIH/sida adaptées à la culture des communautés, des Anciens, des jeunes et des fournisseurs de services autochtones.","Modification à l'octroi précédent de 870 000,00 $"
Association pour la santé publique du Québec,Montréal (Québec) Canada,01/31/2014,"198 493,00 $",Contribution,Le but du projet est de comprendre davantage les perceptions des adolescents sur la stigmatisation à l'égard du poids et les comportements discriminants en lien avec la santé mentale et leurs habitudes de vie et d'éduquer les adolescents et ceux qui les soutiennent sur les conséquences de la stigmatisation à l'égard du poids.,"Modification à l'octroi précédent de 165 574,00 $"
Boys and Girls Clubs of Canada,Toronto (Ontario) Canada,02/12/2014,"225 964,00 $",Contribution,Le but du projet est d'offrir aux enfants et aux jeunes des possibilités accrues pour l'activité physique et la saine alimentation au cours de la période après l'école.,"Modification à l'octroi précédent de 200 000,00 $"
